lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
84768758478851,2025,Matheson-Carrier,MTL,pairing,5on5,5,3930.0,9.0,0.28,0.35,0.31,14.27,0.9,0.86,3.43,0.44,8.37,5.99,0.88,0.89,0.88,10.0,10.0,15.0,35.0,1.0,0.0,0.0,2.0,0.0,9.0,8.0,9.0,19.0,11.0,25.0,34.0,50.0,5.0,18.0,16.0,4.0,0.0,0.43,0.47,0.0,0.0,1.0,0.0,35.85,20.0,20.26,7.0,0.18,0.0,0.0,1.08,1.07,1.05,30.7,2.32,1.87,8.76,1.15,17.42,12.49,2.3,2.3,2.28,29.0,15.0,22.0,66.0,2.0,2.0,0.0,7.0,0.0,18.0,15.0,27.0,42.0,11.0,25.0,33.0,36.0,6.0,14.0,35.0,7.0,2.0,0.9,0.93,0.5,1.0,1.0,0.0,64.39,44.0,42.86,8.0,0.38,0.36,0.36,2.35,2.31,2.3
84793788479982,2025,Stanley-Timmins,BUF,pairing,5on5,5,2738.0,15.0,0.44,0.52,0.55,24.74,1.49,1.68,7.1,0.87,14.26,9.6,1.45,1.51,1.47,14.0,21.0,14.0,49.0,1.0,4.0,0.0,8.0,1.0,10.0,11.0,13.0,34.0,7.0,17.0,17.0,28.0,5.0,10.0,31.0,4.0,0.0,0.9,0.58,0.0,0.0,1.0,0.0,50.72,35.0,35.47,3.0,0.35,0.36,0.36,1.47,1.48,1.44,21.2,1.87,1.37,5.79,0.75,11.29,7.94,1.77,1.89,1.78,22.0,7.0,17.0,46.0,1.0,5.0,0.0,2.0,0.0,13.0,8.0,21.0,28.0,5.0,13.0,24.0,42.0,4.0,19.0,23.0,4.0,2.0,0.73,0.62,0.51,1.0,0.0,0.0,44.77,29.0,28.62,7.0,0.29,0.81,0.81,1.34,1.31,1.29
84815638482731,2025,Hinds-Helleson,ANA,pairing,5on5,5,2243.0,16.0,0.41,0.56,0.56,17.71,0.79,0.97,5.0,0.66,10.33,7.26,0.79,0.81,0.8,10.0,15.0,5.0,30.0,2.0,0.0,0.0,4.0,0.0,10.0,9.0,8.0,23.0,2.0,7.0,18.0,24.0,4.0,6.0,24.0,1.0,0.0,0.66,0.13,0.0,2.0,0.0,0.0,31.08,25.0,25.74,3.0,0.2,0.0,0.0,0.99,1.01,1.01,14.49,1.16,0.99,3.31,0.52,7.78,6.25,1.12,1.14,1.11,15.0,5.0,4.0,24.0,2.0,1.0,0.0,3.0,0.0,5.0,9.0,13.0,18.0,1.0,5.0,21.0,27.0,3.0,7.0,13.0,7.0,0.0,0.34,0.81,0.0,1.0,1.0,0.0,24.64,20.0,20.01,5.0,0.21,0.12,0.12,1.24,1.24,1.2
847848384793538481604,2025,Howden-Marner-Dorofeyev,VGK,line,5on5,4,860.0,31.0,0.52,0.62,0.44,5.22,0.28,0.27,1.41,0.18,2.72,2.14,0.28,0.28,0.27,5.0,2.0,11.0,18.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,7.0,2.0,4.0,8.0,5.0,1.0,2.0,6.0,1.0,0.0,0.17,0.11,0.0,0.0,0.0,0.0,17.68,7.0,6.94,0.0,0.05,0.0,0.0,0.33,0.33,0.33,6.26,0.26,0.35,1.91,0.24,3.6,2.63,0.26,0.27,0.27,5.0,4.0,2.0,11.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,5.0,9.0,2.0,4.0,8.0,8.0,1.0,6.0,8.0,1.0,0.0,0.12,0.14,0.0,0.0,0.0,0.0,11.17,9.0,9.17,3.0,0.07,0.03,0.03,0.3,0.31,0.31
84774478478468,2025,Theodore-Lauzon,VGK,pairing,5on5,5,938.0,20.0,0.24,0.29,0.27,3.0,0.15,0.14,0.79,0.09,1.57,1.26,0.15,0.16,0.16,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,1.0,2.0,10.0,8.0,3.0,2.0,3.0,1.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,5.71,4.0,3.96,0.0,0.03,0.0,0.0,0.18,0.18,0.18,8.05,0.47,0.41,2.17,0.28,4.5,3.17,0.47,0.49,0.48,6.0,5.0,4.0,15.0,0.0,1.0,0.0,2.0,0.0,1.0,7.0,6.0,11.0,0.0,0.0,9.0,15.0,1.0,6.0,9.0,2.0,0.0,0.2,0.27,0.0,0.0,0.0,0.0,15.95,11.0,11.51,2.0,0.08,0.18,0.18,0.37,0.39,0.39
847849384788648481557,2025,Boldy-Eriksson Ek-Kaprizov,MIN,line,5on5,6,1365.0,33.0,0.72,0.64,0.64,21.85,2.45,1.37,5.55,0.73,11.05,7.84,2.3,2.45,2.29,19.0,10.0,7.0,36.0,3.0,5.0,1.0,4.0,0.0,10.0,7.0,16.0,26.0,1.0,2.0,11.0,4.0,1.0,3.0,20.0,5.0,4.0,0.64,0.67,1.15,2.0,0.0,1.0,35.87,29.0,28.78,1.0,0.29,1.32,1.32,1.42,1.42,1.39,11.71,0.97,0.77,3.15,0.43,6.17,4.51,0.93,1.01,0.97,13.0,3.0,4.0,20.0,0.0,2.0,0.0,4.0,0.0,4.0,6.0,13.0,16.0,1.0,2.0,16.0,7.0,1.0,4.0,13.0,2.0,1.0,0.42,0.3,0.25,0.0,0.0,0.0,20.83,16.0,16.72,3.0,0.16,0.45,0.45,0.68,0.72,0.7
847627884768898480840,2025,Blackwell-Faksa-Bck,DAL,line,5on5,6,1840.0,30.0,0.36,0.54,0.58,14.81,0.59,0.77,4.36,0.52,9.01,5.74,0.58,0.61,0.6,13.0,8.0,5.0,26.0,0.0,1.0,0.0,2.0,0.0,10.0,8.0,13.0,21.0,0.0,0.0,11.0,14.0,4.0,3.0,20.0,1.0,0.0,0.51,0.09,0.0,0.0,0.0,0.0,26.36,21.0,21.5,2.0,0.16,0.02,0.02,0.72,0.74,0.73,10.93,1.07,0.6,2.64,0.36,5.76,4.58,0.98,1.03,0.95,9.0,6.0,7.0,22.0,2.0,2.0,1.0,1.0,0.0,4.0,6.0,7.0,13.0,1.0,2.0,12.0,32.0,2.0,9.0,12.0,2.0,1.0,0.31,0.31,0.44,1.0,0.0,1.0,21.26,15.0,14.55,7.0,0.13,0.61,0.61,0.59,0.58,0.58
847578684764548481617,2025,Hyman-Nugent-Hopkins-Podkolzin,EDM,line,5on5,2,800.0,5.0,0.59,0.5,0.42,8.55,0.74,0.5,2.14,0.26,4.1,3.27,0.72,0.73,0.72,6.0,5.0,7.0,18.0,2.0,0.0,0.0,2.0,0.0,5.0,2.0,4.0,9.0,2.0,4.0,11.0,17.0,1.0,2.0,6.0,5.0,0.0,0.1,0.64,0.0,0.0,2.0,0.0,18.0,11.0,11.11,1.0,0.11,0.0,0.0,0.85,0.84,0.82,10.86,0.51,0.64,3.07,0.38,5.98,4.42,0.5,0.51,0.49,11.0,4.0,3.0,18.0,1.0,0.0,0.0,9.0,0.0,3.0,2.0,10.0,14.0,1.0,2.0,10.0,10.0,0.0,4.0,12.0,3.0,0.0,0.23,0.28,0.0,0.0,1.0,0.0,17.34,15.0,14.87,3.0,0.14,0.0,0.0,0.65,0.64,0.62
847351284802088482116,2025,Batherson-Sttzle-Giroux,OTT,line,5on5,4,899.0,18.0,0.45,0.44,0.4,7.35,0.54,0.42,2.07,0.25,3.93,2.79,0.54,0.54,0.53,5.0,5.0,6.0,16.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,4.0,9.0,0.0,0.0,9.0,11.0,0.0,5.0,8.0,2.0,0.0,0.28,0.27,0.0,1.0,0.0,0.0,15.58,10.0,9.62,3.0,0.09,0.0,0.0,0.63,0.62,0.62,10.17,0.67,0.58,2.6,0.37,6.13,4.64,0.66,0.68,0.67,9.0,6.0,5.0,20.0,0.0,0.0,0.0,1.0,0.0,8.0,6.0,9.0,15.0,2.0,4.0,2.0,11.0,1.0,10.0,13.0,1.0,1.0,0.34,0.09,0.23,0.0,0.0,0.0,20.31,15.0,15.23,4.0,0.12,0.0,0.0,0.78,0.79,0.78
84769588478970,2025,Slavin-Chatfield,CAR,pairing,5on5,4,3749.0,7.0,0.54,0.49,0.53,36.22,3.28,2.45,8.96,1.24,19.97,14.11,3.03,3.33,3.09,27.0,23.0,14.0,64.0,0.0,8.0,0.0,2.0,0.0,23.0,17.0,27.0,50.0,6.0,12.0,11.0,47.0,5.0,23.0,38.0,7.0,5.0,1.18,0.83,1.27,0.0,0.0,0.0,65.25,50.0,50.95,8.0,0.51,1.09,1.09,2.69,2.73,2.68,32.75,2.83,2.0,8.3,1.05,17.32,12.5,2.78,2.76,2.71,22.0,22.0,22.0,66.0,2.0,3.0,0.0,3.0,0.0,16.0,20.0,20.0,42.0,6.0,10.0,33.0,45.0,5.0,23.0,37.0,4.0,3.0,1.15,0.56,1.13,1.0,1.0,0.0,65.22,44.0,43.32,11.0,0.42,0.87,0.87,2.38,2.38,2.36
847702184796198482175,2025,Carcone-Kerfoot-Peterka,UTA,line,5on5,5,2051.0,15.0,0.45,0.41,0.43,17.83,1.28,1.09,4.86,0.69,10.38,7.71,1.26,1.33,1.32,15.0,11.0,3.0,29.0,2.0,1.0,0.0,1.0,0.0,12.0,10.0,13.0,24.0,6.0,12.0,10.0,26.0,1.0,7.0,22.0,3.0,1.0,0.6,0.33,0.35,1.0,1.0,0.0,30.22,26.0,26.73,3.0,0.22,0.35,0.35,1.15,1.19,1.18,25.08,1.56,1.63,6.42,0.89,14.12,10.38,1.54,1.52,1.49,22.0,13.0,7.0,42.0,3.0,3.0,0.0,7.0,0.0,15.0,7.0,19.0,32.0,2.0,4.0,21.0,44.0,3.0,6.0,28.0,7.0,0.0,0.74,0.82,0.0,1.0,2.0,0.0,40.71,35.0,34.48,3.0,0.34,0.18,0.18,1.72,1.68,1.65
848022084841428484387,2025,Barkey-Cates-Michkov,PHI,line,5on5,5,1217.0,25.0,0.26,0.24,0.29,5.99,0.31,0.3,1.84,0.19,3.07,2.3,0.3,0.32,0.31,7.0,1.0,1.0,9.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,7.0,8.0,4.0,8.0,9.0,12.0,1.0,7.0,7.0,1.0,0.0,0.19,0.11,0.0,0.0,0.0,0.0,9.18,8.0,8.14,5.0,0.06,0.0,0.0,0.37,0.38,0.37,13.84,0.86,0.89,3.64,0.51,8.35,5.74,0.84,0.85,0.83,12.0,8.0,8.0,28.0,1.0,2.0,1.0,1.0,0.0,10.0,6.0,11.0,19.0,1.0,2.0,6.0,16.0,1.0,4.0,17.0,3.0,0.0,0.45,0.41,0.0,1.0,0.0,0.0,27.82,20.0,19.88,2.0,0.18,0.19,0.19,0.86,0.85,0.84
84785028484321,2025,Gilbert-Matinpalo,OTT,pairing,5on5,3,800.0,15.0,0.54,0.38,0.29,3.71,0.41,0.32,0.88,0.14,2.02,1.23,0.39,0.42,0.4,4.0,1.0,3.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,5.0,10.0,4.0,13.0,0.0,5.0,3.0,1.0,1.0,0.09,0.09,0.23,0.0,0.0,0.0,8.05,5.0,5.02,3.0,0.07,0.23,0.23,0.25,0.26,0.25,8.07,0.35,0.48,2.4,0.32,4.76,3.69,0.35,0.34,0.34,4.0,8.0,1.0,13.0,0.0,1.0,0.0,2.0,0.0,8.0,1.0,4.0,12.0,1.0,2.0,4.0,15.0,0.0,5.0,12.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,12.94,12.0,11.93,2.0,0.1,0.03,0.03,0.42,0.41,0.41
847517284764558478462,2025,Landeskog-Roy-Kadri,COL,line,5on5,4,1574.0,14.0,0.51,0.48,0.48,10.26,0.66,0.66,2.64,0.36,6.06,4.61,0.66,0.66,0.66,10.0,5.0,9.0,24.0,1.0,0.0,0.0,3.0,0.0,6.0,5.0,9.0,14.0,1.0,2.0,15.0,24.0,0.0,8.0,12.0,3.0,0.0,0.35,0.32,0.0,1.0,0.0,0.0,24.62,15.0,15.21,2.0,0.14,0.0,0.0,0.8,0.8,0.8,11.71,0.65,0.73,3.53,0.39,5.91,4.79,0.63,0.64,0.63,9.0,7.0,10.0,26.0,0.0,1.0,0.0,4.0,0.0,6.0,5.0,9.0,16.0,1.0,2.0,17.0,23.0,2.0,5.0,14.0,2.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,25.57,16.0,15.65,3.0,0.16,0.15,0.15,0.65,0.66,0.65
84741518478416,2025,Mcdonagh-Cernak,TBL,pairing,5on5,5,3463.0,11.0,0.34,0.45,0.4,17.84,1.15,1.03,5.03,0.61,9.3,6.88,1.14,1.12,1.11,19.0,5.0,16.0,40.0,4.0,0.0,0.0,3.0,0.0,7.0,10.0,15.0,20.0,6.0,14.0,27.0,41.0,6.0,17.0,19.0,5.0,0.0,0.64,0.51,0.0,3.0,1.0,0.0,39.34,24.0,23.66,13.0,0.21,0.0,0.0,1.36,1.32,1.31,26.81,2.28,1.76,6.98,0.91,13.71,10.35,2.23,2.34,2.28,21.0,15.0,13.0,49.0,1.0,3.0,0.0,2.0,0.0,14.0,16.0,20.0,35.0,4.0,8.0,30.0,50.0,9.0,15.0,25.0,10.0,1.0,0.7,1.31,0.28,0.0,0.0,1.0,50.52,36.0,37.19,4.0,0.37,0.39,0.39,2.27,2.3,2.26
84745788478854,2025,Shea-Karlsson,PIT,pairing,5on5,6,1318.0,27.0,0.68,0.58,0.55,14.1,1.91,1.06,3.3,0.44,6.11,4.18,1.77,1.95,1.8,10.0,7.0,8.0,25.0,0.0,3.0,0.0,1.0,0.0,10.0,3.0,10.0,17.0,1.0,0.0,9.0,11.0,2.0,13.0,9.0,5.0,3.0,0.24,0.69,0.98,0.0,0.0,0.0,25.17,17.0,17.39,5.0,0.23,0.84,0.84,1.3,1.3,1.29,10.47,0.9,0.64,2.67,0.32,5.33,4.14,0.84,0.89,0.84,11.0,3.0,4.0,18.0,1.0,1.0,0.0,3.0,0.0,1.0,8.0,10.0,13.0,1.0,2.0,13.0,10.0,2.0,6.0,10.0,3.0,1.0,0.21,0.38,0.3,1.0,0.0,0.0,17.89,14.0,13.98,6.0,0.13,0.3,0.3,0.72,0.73,0.72
847804284784018479999,2025,Arvidsson-Zacha-Mittelstadt,BOS,line,5on5,4,1579.0,15.0,0.55,0.46,0.49,14.86,1.08,0.88,3.63,0.46,8.21,5.75,1.06,1.13,1.11,13.0,7.0,6.0,26.0,2.0,1.0,0.0,0.0,0.0,10.0,7.0,11.0,18.0,1.0,2.0,14.0,14.0,2.0,8.0,16.0,3.0,1.0,0.45,0.4,0.22,2.0,0.0,0.0,27.02,20.0,20.69,6.0,0.18,0.19,0.19,1.06,1.11,1.09,15.04,0.86,1.03,3.79,0.52,8.61,6.19,0.86,0.83,0.83,15.0,6.0,10.0,31.0,3.0,0.0,0.0,3.0,0.0,11.0,4.0,12.0,18.0,4.0,6.0,16.0,23.0,1.0,11.0,20.0,1.0,0.0,0.73,0.14,0.0,3.0,0.0,0.0,29.8,21.0,20.3,5.0,0.21,0.0,0.0,1.08,1.04,1.03
847519184759138478483,2025,Stone-Marner-Smith,VGK,line,5on5,3,1538.0,11.0,0.61,0.63,0.65,16.59,1.12,1.15,3.91,0.57,10.14,7.11,1.11,1.14,1.13,10.0,14.0,8.0,32.0,0.0,0.0,0.0,4.0,0.0,9.0,11.0,10.0,24.0,2.0,4.0,9.0,7.0,1.0,7.0,20.0,4.0,0.0,0.7,0.41,0.0,0.0,0.0,0.0,32.26,24.0,24.09,1.0,0.23,0.0,0.0,1.35,1.37,1.36,8.88,0.72,0.7,2.32,0.39,4.95,3.92,0.71,0.73,0.72,10.0,3.0,6.0,19.0,1.0,1.0,0.0,3.0,0.0,5.0,3.0,9.0,12.0,0.0,0.0,13.0,17.0,3.0,9.0,9.0,4.0,0.0,0.28,0.44,0.0,1.0,0.0,0.0,18.91,13.0,13.07,6.0,0.14,0.12,0.12,0.75,0.75,0.75
84747168478136,2025,Middleton-Spurgeon,MIN,pairing,5on5,5,1213.0,34.0,0.43,0.42,0.44,7.83,0.64,0.56,2.1,0.3,4.27,3.14,0.64,0.63,0.63,4.0,7.0,3.0,14.0,1.0,0.0,0.0,1.0,0.0,5.0,4.0,3.0,10.0,0.0,0.0,8.0,18.0,0.0,5.0,8.0,2.0,1.0,0.23,0.19,0.22,0.0,1.0,0.0,14.2,11.0,11.2,2.0,0.12,0.0,0.0,0.75,0.75,0.74,9.61,0.85,0.69,2.24,0.33,5.71,4.19,0.82,0.86,0.83,6.0,8.0,5.0,19.0,0.0,1.0,0.0,4.0,0.0,6.0,3.0,6.0,14.0,1.0,2.0,7.0,16.0,2.0,2.0,11.0,2.0,1.0,0.4,0.2,0.25,0.0,0.0,0.0,18.84,14.0,13.86,2.0,0.14,0.25,0.25,0.74,0.74,0.73
848006484826598484145,2025,Benson-Norris-Doan,BUF,line,5on5,2,998.0,4.0,0.38,0.63,0.56,10.12,0.52,0.64,2.84,0.35,6.35,4.29,0.52,0.49,0.48,6.0,9.0,7.0,22.0,0.0,0.0,0.0,3.0,0.0,5.0,7.0,6.0,15.0,4.0,8.0,12.0,13.0,1.0,0.0,15.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,20.34,15.0,14.03,0.0,0.13,0.0,0.0,0.66,0.61,0.6,8.66,0.86,0.54,2.16,0.29,4.73,3.41,0.84,0.93,0.9,7.0,5.0,1.0,13.0,2.0,1.0,0.0,1.0,0.0,7.0,1.0,5.0,10.0,3.0,6.0,10.0,16.0,1.0,7.0,9.0,1.0,2.0,0.32,0.1,0.44,2.0,0.0,0.0,14.13,12.0,13.01,3.0,0.11,0.21,0.21,0.77,0.83,0.82
84820958484321,2025,Kleven-Matinpalo,OTT,pairing,5on5,2,900.0,4.0,0.5,0.42,0.53,7.46,0.75,0.47,1.58,0.23,4.14,2.83,0.74,0.72,0.7,5.0,5.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,4.0,9.0,2.0,4.0,12.0,11.0,0.0,3.0,7.0,2.0,1.0,0.26,0.29,0.2,0.0,1.0,0.0,10.56,10.0,9.6,1.0,0.1,0.2,0.2,0.65,0.62,0.62,7.08,0.75,0.44,2.11,0.21,3.2,2.29,0.74,0.82,0.81,6.0,3.0,6.0,15.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,6.0,9.0,1.0,2.0,5.0,12.0,0.0,4.0,6.0,2.0,1.0,0.18,0.21,0.36,0.0,0.0,0.0,16.12,9.0,9.83,1.0,0.09,0.36,0.36,0.49,0.53,0.53
847745184788648481553,2025,Kaprizov-Hartman-Brink,MIN,line,5on5,3,1185.0,23.0,0.81,0.63,0.6,11.06,0.86,0.76,2.7,0.4,6.03,4.25,0.82,0.82,0.78,12.0,3.0,7.0,22.0,1.0,2.0,0.0,0.0,0.0,9.0,3.0,11.0,14.0,1.0,2.0,6.0,7.0,1.0,2.0,11.0,3.0,1.0,0.32,0.32,0.23,1.0,0.0,0.0,21.12,15.0,14.46,1.0,0.15,0.29,0.29,0.72,0.69,0.65,7.68,0.2,0.29,2.08,0.22,3.73,3.47,0.2,0.21,0.21,6.0,4.0,3.0,13.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,6.0,10.0,1.0,2.0,15.0,9.0,1.0,1.0,10.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,13.5,10.0,10.39,1.0,0.06,0.0,0.0,0.26,0.28,0.28
848080184815288482092,2025,Tkachuk-Cozens-Greig,OTT,line,5on5,4,1278.0,11.0,0.43,0.42,0.45,10.19,0.86,0.65,2.69,0.34,5.04,3.43,0.83,0.84,0.81,4.0,9.0,2.0,15.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,4.0,13.0,2.0,7.0,16.0,23.0,2.0,9.0,9.0,4.0,0.0,0.21,0.64,0.0,0.0,0.0,0.0,14.57,13.0,12.66,7.0,0.14,0.16,0.16,0.83,0.81,0.8,12.06,1.12,0.72,3.06,0.39,6.21,4.51,0.94,1.1,0.93,9.0,7.0,5.0,21.0,0.0,2.0,0.0,1.0,0.0,9.0,4.0,9.0,16.0,7.0,17.0,7.0,14.0,0.0,8.0,12.0,2.0,2.0,0.26,0.3,0.56,0.0,0.0,0.0,21.61,16.0,16.35,2.0,0.15,0.56,0.56,0.71,0.72,0.69
847682684768788477426,2025,Gourde-Paul-Girgensons,TBL,line,5on5,2,889.0,7.0,0.13,0.5,0.44,5.99,0.16,0.27,1.57,0.17,3.51,2.31,0.16,0.16,0.16,4.0,4.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,8.0,10.0,20.0,8.0,15.0,1.0,6.0,8.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,13.64,8.0,7.79,2.0,0.05,0.0,0.0,0.22,0.21,0.21,7.83,1.07,0.5,2.0,0.26,3.62,2.54,1.06,1.13,1.11,6.0,4.0,4.0,14.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,5.0,9.0,9.0,18.0,8.0,17.0,0.0,3.0,6.0,2.0,2.0,0.16,0.3,0.62,0.0,1.0,0.0,14.53,10.0,10.31,0.0,0.11,0.77,0.77,0.41,0.44,0.44
84768548482511,2025,Lindholm-Lohrei,BOS,pairing,5on5,3,1830.0,8.0,0.45,0.32,0.32,8.23,0.83,0.51,2.19,0.32,3.93,3.21,0.76,0.93,0.85,7.0,4.0,3.0,14.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,7.0,11.0,4.0,8.0,14.0,20.0,0.0,16.0,8.0,2.0,1.0,0.28,0.28,0.28,0.0,0.0,0.0,15.45,11.0,11.93,8.0,0.11,0.51,0.44,0.51,0.55,0.53,16.73,1.02,1.12,4.22,0.54,9.59,6.5,1.01,0.99,0.98,11.0,12.0,7.0,30.0,1.0,2.0,0.0,7.0,0.0,5.0,8.0,10.0,22.0,2.0,4.0,11.0,23.0,7.0,5.0,20.0,3.0,0.0,0.6,0.42,0.0,1.0,0.0,0.0,28.75,23.0,22.26,1.0,0.23,0.05,0.05,1.19,1.16,1.15
84774998477948,2025,Sanheim-Ristolainen,PHI,pairing,5on5,6,5757.0,7.0,0.4,0.42,0.37,33.37,2.65,2.18,8.36,1.11,18.15,13.55,2.6,2.57,2.52,27.0,19.0,24.0,70.0,5.0,4.0,0.0,6.0,0.0,14.0,17.0,22.0,41.0,12.0,24.0,63.0,63.0,6.0,28.0,38.0,5.0,3.0,1.14,0.66,0.84,5.0,0.0,0.0,68.63,46.0,44.85,17.0,0.44,0.8,0.8,2.29,2.24,2.22,56.18,3.94,3.63,15.22,2.05,30.64,22.51,3.75,4.05,3.85,41.0,37.0,18.0,96.0,2.0,10.0,1.0,8.0,0.0,26.0,32.0,39.0,76.0,9.0,18.0,35.0,59.0,9.0,26.0,68.0,4.0,6.0,1.59,0.55,1.8,1.0,0.0,1.0,96.83,78.0,79.09,12.0,0.75,1.46,1.46,3.23,3.31,3.24
847353384769218477940,2025,Martinook-Staal-Ehlers,CAR,line,5on5,3,1925.0,9.0,0.63,0.57,0.57,23.79,2.31,1.38,6.66,0.79,12.23,8.62,2.15,2.31,2.15,19.0,13.0,9.0,41.0,1.0,3.0,0.0,5.0,0.0,14.0,9.0,18.0,31.0,6.0,15.0,17.0,22.0,2.0,12.0,25.0,3.0,4.0,0.69,0.36,1.26,0.0,1.0,0.0,41.31,32.0,32.38,5.0,0.29,0.99,0.99,1.61,1.61,1.55,17.45,1.37,1.27,4.64,0.61,9.48,6.63,1.33,1.36,1.32,10.0,14.0,7.0,31.0,1.0,1.0,0.0,1.0,0.0,10.0,11.0,9.0,23.0,4.0,9.0,23.0,24.0,3.0,6.0,19.0,5.0,0.0,0.61,0.76,0.0,0.0,1.0,0.0,30.4,24.0,23.66,4.0,0.27,0.16,0.16,1.48,1.46,1.44
84717248478854,2025,Shea-Letang,PIT,pairing,5on5,6,670.0,43.0,0.3,0.6,0.57,5.34,0.23,0.29,1.53,0.2,3.35,2.4,0.22,0.23,0.23,4.0,4.0,1.0,9.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,2.0,4.0,3.0,4.0,1.0,4.0,8.0,0.0,0.0,0.23,0.0,0.0,1.0,0.0,0.0,9.17,8.0,8.21,2.0,0.06,0.03,0.03,0.25,0.25,0.25,4.15,0.53,0.28,1.0,0.15,2.32,1.71,0.51,0.51,0.49,4.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,6.0,2.0,4.0,3.0,13.0,0.0,5.0,4.0,0.0,2.0,0.11,0.0,0.43,0.0,0.0,0.0,5.73,6.0,5.74,2.0,0.06,0.22,0.22,0.37,0.35,0.34
